asset_id,date,asset_type,metric,value
AST-1002,2026-05-24,Axle Counter,vibration_g,3.025
AST-1002,2026-05-24,Axle Counter,count_discrepancy_flag,0
AST-1002,2026-05-25,Axle Counter,vibration_g,3.034
AST-1002,2026-05-25,Axle Counter,count_discrepancy_flag,0
AST-1002,2026-05-26,Axle Counter,vibration_g,3.286
AST-1002,2026-05-26,Axle Counter,count_discrepancy_flag,0
AST-1002,2026-05-27,Axle Counter,vibration_g,3.346
AST-1002,2026-05-27,Axle Counter,count_discrepancy_flag,0
AST-1002,2026-05-28,Axle Counter,vibration_g,3.406
AST-1002,2026-05-28,Axle Counter,count_discrepancy_flag,0
AST-1002,2026-05-29,Axle Counter,vibration_g,3.372
AST-1002,2026-05-29,Axle Counter,count_discrepancy_flag,0
AST-1002,2026-05-30,Axle Counter,vibration_g,3.392
AST-1002,2026-05-30,Axle Counter,count_discrepancy_flag,0
AST-1002,2026-05-31,Axle Counter,vibration_g,3.626
AST-1002,2026-05-31,Axle Counter,count_discrepancy_flag,0
AST-1002,2026-06-01,Axle Counter,vibration_g,3.709
AST-1002,2026-06-01,Axle Counter,count_discrepancy_flag,0
AST-1002,2026-06-02,Axle Counter,vibration_g,3.607
AST-1002,2026-06-02,Axle Counter,count_discrepancy_flag,0
AST-1002,2026-06-03,Axle Counter,vibration_g,3.757
AST-1002,2026-06-03,Axle Counter,count_discrepancy_flag,0
AST-1002,2026-06-04,Axle Counter,vibration_g,3.744
AST-1002,2026-06-04,Axle Counter,count_discrepancy_flag,0
AST-1002,2026-06-05,Axle Counter,vibration_g,3.952
AST-1002,2026-06-05,Axle Counter,count_discrepancy_flag,0
AST-1002,2026-06-06,Axle Counter,vibration_g,4.023
AST-1002,2026-06-06,Axle Counter,count_discrepancy_flag,0
AST-1002,2026-06-07,Axle Counter,vibration_g,3.966
AST-1002,2026-06-07,Axle Counter,count_discrepancy_flag,0
AST-1002,2026-06-08,Axle Counter,vibration_g,4.105
AST-1002,2026-06-08,Axle Counter,count_discrepancy_flag,0
AST-1002,2026-06-09,Axle Counter,vibration_g,4.19
AST-1002,2026-06-09,Axle Counter,count_discrepancy_flag,0
AST-1002,2026-06-10,Axle Counter,vibration_g,4.203
AST-1002,2026-06-10,Axle Counter,count_discrepancy_flag,1
AST-1002,2026-06-11,Axle Counter,vibration_g,4.394
AST-1002,2026-06-11,Axle Counter,count_discrepancy_flag,0
AST-1002,2026-06-12,Axle Counter,vibration_g,4.375
AST-1002,2026-06-12,Axle Counter,count_discrepancy_flag,0
AST-1002,2026-06-13,Axle Counter,vibration_g,4.402
AST-1002,2026-06-13,Axle Counter,count_discrepancy_flag,0
AST-1002,2026-06-14,Axle Counter,vibration_g,4.538
AST-1002,2026-06-14,Axle Counter,count_discrepancy_flag,0
AST-1003,2026-05-16,Point Machine,motor_current_amps,2.446
AST-1003,2026-05-16,Point Machine,switching_time_seconds,4.54
AST-1003,2026-05-17,Point Machine,motor_current_amps,2.362
AST-1003,2026-05-17,Point Machine,switching_time_seconds,4.699
AST-1003,2026-05-18,Point Machine,motor_current_amps,2.43
AST-1003,2026-05-18,Point Machine,switching_time_seconds,4.588
AST-1003,2026-05-19,Point Machine,motor_current_amps,2.404
AST-1003,2026-05-19,Point Machine,switching_time_seconds,4.524
AST-1003,2026-05-20,Point Machine,motor_current_amps,2.345
AST-1003,2026-05-20,Point Machine,switching_time_seconds,4.568
AST-1003,2026-05-21,Point Machine,motor_current_amps,2.418
AST-1003,2026-05-21,Point Machine,switching_time_seconds,4.546
AST-1003,2026-05-22,Point Machine,motor_current_amps,2.344
AST-1003,2026-05-22,Point Machine,switching_time_seconds,4.514
AST-1003,2026-05-23,Point Machine,motor_current_amps,2.426
AST-1003,2026-05-23,Point Machine,switching_time_seconds,4.546
AST-1003,2026-05-24,Point Machine,motor_current_amps,2.481
AST-1003,2026-05-24,Point Machine,switching_time_seconds,4.672
AST-1003,2026-05-25,Point Machine,motor_current_amps,2.314
AST-1003,2026-05-25,Point Machine,switching_time_seconds,4.548
AST-1003,2026-05-26,Point Machine,motor_current_amps,2.434
AST-1003,2026-05-26,Point Machine,switching_time_seconds,4.543
AST-1003,2026-05-27,Point Machine,motor_current_amps,2.326
AST-1003,2026-05-27,Point Machine,switching_time_seconds,4.687
AST-1003,2026-05-28,Point Machine,motor_current_amps,2.414
AST-1003,2026-05-28,Point Machine,switching_time_seconds,4.595
AST-1003,2026-05-29,Point Machine,motor_current_amps,2.457
AST-1003,2026-05-29,Point Machine,switching_time_seconds,4.661
AST-1003,2026-05-30,Point Machine,motor_current_amps,2.338
AST-1003,2026-05-30,Point Machine,switching_time_seconds,4.519
AST-1003,2026-05-31,Point Machine,motor_current_amps,2.386
AST-1003,2026-05-31,Point Machine,switching_time_seconds,4.585
AST-1003,2026-06-01,Point Machine,motor_current_amps,2.393
AST-1003,2026-06-01,Point Machine,switching_time_seconds,4.646
AST-1003,2026-06-02,Point Machine,motor_current_amps,2.435
AST-1003,2026-06-02,Point Machine,switching_time_seconds,4.697
AST-1003,2026-06-03,Point Machine,motor_current_amps,2.32
AST-1003,2026-06-03,Point Machine,switching_time_seconds,4.581
AST-1003,2026-06-04,Point Machine,motor_current_amps,2.368
AST-1003,2026-06-04,Point Machine,switching_time_seconds,4.672
AST-1003,2026-06-05,Point Machine,motor_current_amps,2.35
AST-1003,2026-06-05,Point Machine,switching_time_seconds,4.538
AST-1003,2026-06-06,Point Machine,motor_current_amps,2.39
AST-1003,2026-06-06,Point Machine,switching_time_seconds,4.584
AST-1003,2026-06-07,Point Machine,motor_current_amps,2.356
AST-1003,2026-06-07,Point Machine,switching_time_seconds,4.55
AST-1003,2026-06-08,Point Machine,motor_current_amps,2.485
AST-1003,2026-06-08,Point Machine,switching_time_seconds,4.589
AST-1003,2026-06-09,Point Machine,motor_current_amps,2.472
AST-1003,2026-06-09,Point Machine,switching_time_seconds,6.61
AST-1003,2026-06-10,Point Machine,motor_current_amps,2.31
AST-1003,2026-06-10,Point Machine,switching_time_seconds,4.7
AST-1003,2026-06-11,Point Machine,motor_current_amps,2.467
AST-1003,2026-06-11,Point Machine,switching_time_seconds,4.694
AST-1003,2026-06-12,Point Machine,motor_current_amps,2.485
AST-1003,2026-06-12,Point Machine,switching_time_seconds,6.67
AST-1003,2026-06-13,Point Machine,motor_current_amps,2.333
AST-1003,2026-06-13,Point Machine,switching_time_seconds,4.597
AST-1003,2026-06-14,Point Machine,motor_current_amps,2.343
AST-1003,2026-06-14,Point Machine,switching_time_seconds,4.58
AST-1004,2026-05-16,Track Circuit,receiver_voltage_volts,2.074
AST-1004,2026-05-17,Track Circuit,receiver_voltage_volts,2.093
AST-1004,2026-05-18,Track Circuit,receiver_voltage_volts,2.129
AST-1004,2026-05-19,Track Circuit,receiver_voltage_volts,2.086
AST-1004,2026-05-20,Track Circuit,receiver_voltage_volts,2.117
AST-1004,2026-05-21,Track Circuit,receiver_voltage_volts,2.097
AST-1004,2026-05-22,Track Circuit,receiver_voltage_volts,2.095
AST-1004,2026-05-23,Track Circuit,receiver_voltage_volts,2.127
AST-1004,2026-05-24,Track Circuit,receiver_voltage_volts,2.13
AST-1004,2026-05-25,Track Circuit,receiver_voltage_volts,2.103
AST-1004,2026-05-26,Track Circuit,receiver_voltage_volts,2.113
AST-1004,2026-05-27,Track Circuit,receiver_voltage_volts,2.079
AST-1004,2026-05-28,Track Circuit,receiver_voltage_volts,2.088
AST-1004,2026-05-29,Track Circuit,receiver_voltage_volts,2.128
AST-1004,2026-05-30,Track Circuit,receiver_voltage_volts,2.105
AST-1004,2026-05-31,Track Circuit,receiver_voltage_volts,2.103
AST-1004,2026-06-01,Track Circuit,receiver_voltage_volts,2.115
AST-1004,2026-06-02,Track Circuit,receiver_voltage_volts,2.073
AST-1004,2026-06-03,Track Circuit,receiver_voltage_volts,2.105
AST-1004,2026-06-04,Track Circuit,receiver_voltage_volts,2.1
AST-1004,2026-06-05,Track Circuit,receiver_voltage_volts,2.121
AST-1004,2026-06-06,Track Circuit,receiver_voltage_volts,2.079
AST-1004,2026-06-07,Track Circuit,receiver_voltage_volts,2.128
AST-1004,2026-06-08,Track Circuit,receiver_voltage_volts,2.075
AST-1004,2026-06-09,Track Circuit,receiver_voltage_volts,2.081
AST-1004,2026-06-10,Track Circuit,receiver_voltage_volts,2.106
AST-1004,2026-06-11,Track Circuit,receiver_voltage_volts,2.111
AST-1004,2026-06-12,Track Circuit,receiver_voltage_volts,2.084
AST-1004,2026-06-13,Track Circuit,receiver_voltage_volts,2.077
AST-1004,2026-06-14,Track Circuit,receiver_voltage_volts,2.123
AST-1005,2026-05-16,Axle Counter,vibration_g,2.398
AST-1005,2026-05-16,Axle Counter,count_discrepancy_flag,0
AST-1005,2026-05-17,Axle Counter,vibration_g,2.538
AST-1005,2026-05-17,Axle Counter,count_discrepancy_flag,0
AST-1005,2026-05-18,Axle Counter,vibration_g,2.548
AST-1005,2026-05-18,Axle Counter,count_discrepancy_flag,0
AST-1005,2026-05-19,Axle Counter,vibration_g,2.468
AST-1005,2026-05-19,Axle Counter,count_discrepancy_flag,0
AST-1005,2026-05-20,Axle Counter,vibration_g,2.533
AST-1005,2026-05-20,Axle Counter,count_discrepancy_flag,0
AST-1005,2026-05-21,Axle Counter,vibration_g,2.509
AST-1005,2026-05-21,Axle Counter,count_discrepancy_flag,0
AST-1005,2026-05-22,Axle Counter,vibration_g,2.674
AST-1005,2026-05-22,Axle Counter,count_discrepancy_flag,0
AST-1005,2026-05-23,Axle Counter,vibration_g,2.382
AST-1005,2026-05-23,Axle Counter,count_discrepancy_flag,0
AST-1005,2026-05-24,Axle Counter,vibration_g,2.586
AST-1005,2026-05-24,Axle Counter,count_discrepancy_flag,0
AST-1005,2026-05-25,Axle Counter,vibration_g,2.395
AST-1005,2026-05-25,Axle Counter,count_discrepancy_flag,0
AST-1005,2026-05-26,Axle Counter,vibration_g,2.458
AST-1005,2026-05-26,Axle Counter,count_discrepancy_flag,0
AST-1005,2026-05-27,Axle Counter,vibration_g,2.569
AST-1005,2026-05-27,Axle Counter,count_discrepancy_flag,0
AST-1005,2026-05-28,Axle Counter,vibration_g,2.42
AST-1005,2026-05-28,Axle Counter,count_discrepancy_flag,0
AST-1005,2026-05-29,Axle Counter,vibration_g,2.426
AST-1005,2026-05-29,Axle Counter,count_discrepancy_flag,0
AST-1005,2026-05-30,Axle Counter,vibration_g,2.601
AST-1005,2026-05-30,Axle Counter,count_discrepancy_flag,0
AST-1005,2026-05-31,Axle Counter,vibration_g,2.329
AST-1005,2026-05-31,Axle Counter,count_discrepancy_flag,0
AST-1005,2026-06-01,Axle Counter,vibration_g,2.483
AST-1005,2026-06-01,Axle Counter,count_discrepancy_flag,0
AST-1005,2026-06-02,Axle Counter,vibration_g,2.699
AST-1005,2026-06-02,Axle Counter,count_discrepancy_flag,0
AST-1005,2026-06-03,Axle Counter,vibration_g,2.698
AST-1005,2026-06-03,Axle Counter,count_discrepancy_flag,0
AST-1005,2026-06-04,Axle Counter,vibration_g,2.329
AST-1005,2026-06-04,Axle Counter,count_discrepancy_flag,0
AST-1005,2026-06-05,Axle Counter,vibration_g,2.385
AST-1005,2026-06-05,Axle Counter,count_discrepancy_flag,1
AST-1005,2026-06-06,Axle Counter,vibration_g,2.406
AST-1005,2026-06-06,Axle Counter,count_discrepancy_flag,0
AST-1005,2026-06-07,Axle Counter,vibration_g,2.673
AST-1005,2026-06-07,Axle Counter,count_discrepancy_flag,0
AST-1005,2026-06-08,Axle Counter,vibration_g,2.652
AST-1005,2026-06-08,Axle Counter,count_discrepancy_flag,0
AST-1005,2026-06-09,Axle Counter,vibration_g,2.652
AST-1005,2026-06-09,Axle Counter,count_discrepancy_flag,1
AST-1005,2026-06-10,Axle Counter,vibration_g,2.448
AST-1005,2026-06-10,Axle Counter,count_discrepancy_flag,0
AST-1005,2026-06-11,Axle Counter,vibration_g,2.363
AST-1005,2026-06-11,Axle Counter,count_discrepancy_flag,0
AST-1005,2026-06-12,Axle Counter,vibration_g,2.633
AST-1005,2026-06-12,Axle Counter,count_discrepancy_flag,0
AST-1005,2026-06-13,Axle Counter,vibration_g,2.581
AST-1005,2026-06-13,Axle Counter,count_discrepancy_flag,1
AST-1005,2026-06-14,Axle Counter,vibration_g,2.545
AST-1005,2026-06-14,Axle Counter,count_discrepancy_flag,0
AST-1006,2026-05-16,Point Machine,motor_current_amps,2.497
AST-1006,2026-05-16,Point Machine,switching_time_seconds,4.646
AST-1006,2026-05-17,Point Machine,motor_current_amps,2.302
AST-1006,2026-05-17,Point Machine,switching_time_seconds,4.695
AST-1006,2026-05-18,Point Machine,motor_current_amps,2.36
AST-1006,2026-05-18,Point Machine,switching_time_seconds,4.649
AST-1006,2026-05-19,Point Machine,motor_current_amps,2.488
AST-1006,2026-05-19,Point Machine,switching_time_seconds,4.49
AST-1006,2026-05-20,Point Machine,motor_current_amps,2.323
AST-1006,2026-05-20,Point Machine,switching_time_seconds,4.482
AST-1006,2026-05-21,Point Machine,motor_current_amps,2.411
AST-1006,2026-05-21,Point Machine,switching_time_seconds,4.532
AST-1006,2026-05-22,Point Machine,motor_current_amps,2.421
AST-1006,2026-05-22,Point Machine,switching_time_seconds,4.665
AST-1006,2026-05-23,Point Machine,motor_current_amps,2.341
AST-1006,2026-05-23,Point Machine,switching_time_seconds,4.64
AST-1006,2026-05-24,Point Machine,motor_current_amps,2.353
AST-1006,2026-05-24,Point Machine,switching_time_seconds,4.597
AST-1006,2026-05-25,Point Machine,motor_current_amps,2.481
AST-1006,2026-05-25,Point Machine,switching_time_seconds,4.704
AST-1006,2026-05-26,Point Machine,motor_current_amps,2.318
AST-1006,2026-05-26,Point Machine,switching_time_seconds,4.577
AST-1006,2026-05-27,Point Machine,motor_current_amps,2.355
AST-1006,2026-05-27,Point Machine,switching_time_seconds,4.451
AST-1006,2026-05-28,Point Machine,motor_current_amps,2.454
AST-1006,2026-05-28,Point Machine,switching_time_seconds,4.641
AST-1006,2026-05-29,Point Machine,motor_current_amps,2.352
AST-1006,2026-05-29,Point Machine,switching_time_seconds,4.672
AST-1006,2026-05-30,Point Machine,motor_current_amps,2.41
AST-1006,2026-05-30,Point Machine,switching_time_seconds,4.578
AST-1006,2026-05-31,Point Machine,motor_current_amps,2.302
AST-1006,2026-05-31,Point Machine,switching_time_seconds,4.473
AST-1006,2026-06-01,Point Machine,motor_current_amps,2.477
AST-1006,2026-06-01,Point Machine,switching_time_seconds,4.721
AST-1006,2026-06-02,Point Machine,motor_current_amps,2.409
AST-1006,2026-06-02,Point Machine,switching_time_seconds,4.7
AST-1006,2026-06-03,Point Machine,motor_current_amps,2.417
AST-1006,2026-06-03,Point Machine,switching_time_seconds,4.494
AST-1006,2026-06-04,Point Machine,motor_current_amps,2.325
AST-1006,2026-06-04,Point Machine,switching_time_seconds,4.542
AST-1006,2026-06-05,Point Machine,motor_current_amps,2.48
AST-1006,2026-06-05,Point Machine,switching_time_seconds,4.689
AST-1006,2026-06-06,Point Machine,motor_current_amps,2.472
AST-1006,2026-06-06,Point Machine,switching_time_seconds,4.72
AST-1006,2026-06-07,Point Machine,motor_current_amps,2.342
AST-1006,2026-06-07,Point Machine,switching_time_seconds,4.525
AST-1006,2026-06-08,Point Machine,motor_current_amps,2.321
AST-1006,2026-06-08,Point Machine,switching_time_seconds,4.684
AST-1006,2026-06-09,Point Machine,motor_current_amps,2.477
AST-1006,2026-06-09,Point Machine,switching_time_seconds,4.572
AST-1006,2026-06-10,Point Machine,motor_current_amps,2.424
AST-1006,2026-06-10,Point Machine,switching_time_seconds,4.496
AST-1006,2026-06-11,Point Machine,motor_current_amps,2.486
AST-1006,2026-06-11,Point Machine,switching_time_seconds,4.709
AST-1006,2026-06-12,Point Machine,motor_current_amps,2.495
AST-1006,2026-06-12,Point Machine,switching_time_seconds,4.693
AST-1006,2026-06-13,Point Machine,motor_current_amps,2.476
AST-1006,2026-06-13,Point Machine,switching_time_seconds,4.457
AST-1006,2026-06-14,Point Machine,motor_current_amps,2.447
AST-1006,2026-06-14,Point Machine,switching_time_seconds,4.55
AST-1007,2026-05-16,Track Circuit,receiver_voltage_volts,2.126
AST-1007,2026-05-17,Track Circuit,receiver_voltage_volts,2.118
AST-1007,2026-05-18,Track Circuit,receiver_voltage_volts,2.122
AST-1007,2026-05-19,Track Circuit,receiver_voltage_volts,2.119
AST-1007,2026-05-20,Track Circuit,receiver_voltage_volts,2.086
AST-1007,2026-05-21,Track Circuit,receiver_voltage_volts,2.117
AST-1007,2026-05-22,Track Circuit,receiver_voltage_volts,2.076
AST-1007,2026-05-23,Track Circuit,receiver_voltage_volts,2.122
AST-1007,2026-05-24,Track Circuit,receiver_voltage_volts,2.122
AST-1007,2026-05-25,Track Circuit,receiver_voltage_volts,2.083
AST-1007,2026-05-26,Track Circuit,receiver_voltage_volts,2.119
AST-1007,2026-05-27,Track Circuit,receiver_voltage_volts,2.098
AST-1007,2026-05-28,Track Circuit,receiver_voltage_volts,2.088
AST-1007,2026-05-29,Track Circuit,receiver_voltage_volts,2.118
AST-1007,2026-05-30,Track Circuit,receiver_voltage_volts,2.084
AST-1007,2026-05-31,Track Circuit,receiver_voltage_volts,2.071
AST-1007,2026-06-01,Track Circuit,receiver_voltage_volts,2.082
AST-1007,2026-06-02,Track Circuit,receiver_voltage_volts,2.09
AST-1007,2026-06-03,Track Circuit,receiver_voltage_volts,2.122
AST-1007,2026-06-04,Track Circuit,receiver_voltage_volts,2.128
AST-1007,2026-06-05,Track Circuit,receiver_voltage_volts,2.087
AST-1007,2026-06-06,Track Circuit,receiver_voltage_volts,2.108
AST-1007,2026-06-07,Track Circuit,receiver_voltage_volts,2.094
AST-1007,2026-06-08,Track Circuit,receiver_voltage_volts,2.129
AST-1007,2026-06-09,Track Circuit,receiver_voltage_volts,2.102
AST-1007,2026-06-10,Track Circuit,receiver_voltage_volts,2.126
AST-1007,2026-06-11,Track Circuit,receiver_voltage_volts,1.097
AST-1007,2026-06-12,Track Circuit,receiver_voltage_volts,1.096
AST-1007,2026-06-13,Track Circuit,receiver_voltage_volts,1.011
AST-1007,2026-06-14,Track Circuit,receiver_voltage_volts,1.073
AST-1008,2026-05-16,Axle Counter,vibration_g,2.425
AST-1008,2026-05-16,Axle Counter,count_discrepancy_flag,0
AST-1008,2026-05-17,Axle Counter,vibration_g,2.542
AST-1008,2026-05-17,Axle Counter,count_discrepancy_flag,0
AST-1008,2026-05-18,Axle Counter,vibration_g,2.505
AST-1008,2026-05-18,Axle Counter,count_discrepancy_flag,0
AST-1008,2026-05-19,Axle Counter,vibration_g,2.454
AST-1008,2026-05-19,Axle Counter,count_discrepancy_flag,0
AST-1008,2026-05-20,Axle Counter,vibration_g,2.531
AST-1008,2026-05-20,Axle Counter,count_discrepancy_flag,0
AST-1008,2026-05-21,Axle Counter,vibration_g,2.402
AST-1008,2026-05-21,Axle Counter,count_discrepancy_flag,0
AST-1008,2026-05-22,Axle Counter,vibration_g,2.584
AST-1008,2026-05-22,Axle Counter,count_discrepancy_flag,0
AST-1008,2026-05-23,Axle Counter,vibration_g,2.301
AST-1008,2026-05-23,Axle Counter,count_discrepancy_flag,0
AST-1008,2026-05-24,Axle Counter,vibration_g,2.67
AST-1008,2026-05-24,Axle Counter,count_discrepancy_flag,0
AST-1008,2026-05-25,Axle Counter,vibration_g,2.515
AST-1008,2026-05-25,Axle Counter,count_discrepancy_flag,0
AST-1008,2026-05-26,Axle Counter,vibration_g,2.588
AST-1008,2026-05-26,Axle Counter,count_discrepancy_flag,0
AST-1008,2026-05-27,Axle Counter,vibration_g,2.597
AST-1008,2026-05-27,Axle Counter,count_discrepancy_flag,0
AST-1008,2026-05-28,Axle Counter,vibration_g,2.568
AST-1008,2026-05-28,Axle Counter,count_discrepancy_flag,0
AST-1008,2026-05-29,Axle Counter,vibration_g,2.446
AST-1008,2026-05-29,Axle Counter,count_discrepancy_flag,0
AST-1008,2026-05-30,Axle Counter,vibration_g,2.328
AST-1008,2026-05-30,Axle Counter,count_discrepancy_flag,0
AST-1008,2026-05-31,Axle Counter,vibration_g,2.566
AST-1008,2026-05-31,Axle Counter,count_discrepancy_flag,0
AST-1008,2026-06-01,Axle Counter,vibration_g,2.432
AST-1008,2026-06-01,Axle Counter,count_discrepancy_flag,0
AST-1008,2026-06-02,Axle Counter,vibration_g,2.426
AST-1008,2026-06-02,Axle Counter,count_discrepancy_flag,0
AST-1008,2026-06-03,Axle Counter,vibration_g,2.639
AST-1008,2026-06-03,Axle Counter,count_discrepancy_flag,0
AST-1008,2026-06-04,Axle Counter,vibration_g,2.588
AST-1008,2026-06-04,Axle Counter,count_discrepancy_flag,0
AST-1008,2026-06-05,Axle Counter,vibration_g,2.42
AST-1008,2026-06-05,Axle Counter,count_discrepancy_flag,0
AST-1008,2026-06-06,Axle Counter,vibration_g,2.424
